"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"16.11.2022","4.902,66","4.845,68","4.936,78","4.845,34","","1,23%"
"15.11.2022","4.843,00","4.805,31","4.849,22","4.767,21","","0,85%"
"14.11.2022","4.802,00","4.805,73","4.814,13","4.798,13","","0,02%"
"11.11.2022","4.801,10","4.806,08","4.810,50","4.798,61","","0,08%"
"10.11.2022","4.797,06","4.890,00","4.909,18","4.781,43","","-1,94%"
"09.11.2022","4.891,81","4.974,00","4.977,35","4.890,06","","-1,56%"
"08.11.2022","4.969,25","5.115,00","5.123,13","4.964,91","","-2,64%"
"07.11.2022","5.104,00","5.096,59","5.109,00","5.089,85","","0,33%"
"04.11.2022","5.087,00","5.068,85","5.118,17","4.999,92","","0,57%"
"03.11.2022","5.057,94","5.003,03","5.105,35","5.000,53","","1,20%"
"02.11.2022","4.998,03","5.003,50","5.010,30","4.969,93","","-0,10%"
"01.11.2022","5.003,00","4.936,60","5.015,25","4.887,83","","1,49%"
"31.10.2022","4.929,35","4.835,00","4.946,33","4.829,75","","2,22%"
"28.10.2022","4.822,08","4.800,00","4.867,71","4.760,04","","0,73%"
"27.10.2022","4.787,08","4.884,06","4.889,98","4.792,79","","-1,73%"
"26.10.2022","4.871,14","4.975,20","4.989,34","4.873,38","","-1,86%"
"25.10.2022","4.963,45","4.990,00","4.990,88","4.911,55","","-0,30%"
"24.10.2022","4.978,25","4.918,10","5.003,58","4.912,20","","1,47%"
"21.10.2022","4.906,35","4.904,00","4.960,13","4.877,55","","0,29%"
"20.10.2022","4.892,25","4.840,00","4.923,63","4.836,38","","1,20%"
"19.10.2022","4.834,13","4.762,10","4.859,79","4.759,71","","1,64%"
"18.10.2022","4.756,23","4.735,00","4.791,02","4.682,00","","0,57%"
"17.10.2022","4.729,13","4.698,00","4.735,94","4.693,23","","0,79%"
"14.10.2022","4.692,13","4.575,71","4.702,00","4.548,25","","2,68%"
"13.10.2022","4.569,83","4.607,90","4.661,35","4.574,52","","-0,70%"
"12.10.2022","4.602,03","4.607,25","4.628,06","4.597,65","","0,01%"
"11.10.2022","4.601,38","4.606,02","4.636,76","4.583,79","","0,03%"
"10.10.2022","4.600,15","4.620,00","4.620,00","4.602,57","","-0,30%"
"07.10.2022","4.614,13","4.613,50","4.637,31","4.575,87","","0,14%"
"06.10.2022","4.607,63","4.581,90","4.659,89","4.573,33","","0,69%"
"05.10.2022","4.576,03","4.496,50","4.584,94","4.491,50","","1,90%"
"04.10.2022","4.490,63","4.530,02","4.534,88","4.462,04","","-0,74%"
"03.10.2022","4.524,14","4.610,00","4.610,46","4.511,69","","-1,74%"
"30.09.2022","4.604,13","4.528,69","4.616,25","4.524,04","","1,80%"
"29.09.2022","4.522,82","4.490,00","4.548,50","4.486,52","","0,86%"
"28.09.2022","4.484,13","4.554,00","4.556,60","4.462,02","","-1,41%"
"27.09.2022","4.548,13","4.541,60","4.575,19","4.516,56","","0,14%"
"26.09.2022","4.541,60","4.438,51","4.551,38","4.434,94","","2,32%"
"23.09.2022","4.438,51","4.365,69","4.465,38","4.365,69","","1,68%"
"22.09.2022","4.365,10","4.408,00","4.408,00","4.365,10","","-0,97%"
"21.09.2022","4.408,00","4.426,25","4.430,44","4.395,60","","-0,41%"
"20.09.2022","4.426,25","4.407,00","4.435,79","4.400,30","","0,44%"
"19.09.2022","4.407,00","4.435,20","4.450,00","4.395,00","","-0,64%"
"16.09.2022","4.435,20","4.418,09","4.450,79","4.414,74","","0,39%"
"15.09.2022","4.418,09","4.390,74","4.426,69","4.383,25","","0,58%"
"14.09.2022","4.392,50","4.412,50","4.429,30","4.367,50","","-0,45%"
"13.09.2022","4.412,50","4.361,25","4.433,05","4.356,90","","1,18%"
"12.09.2022","4.361,25","4.353,00","4.371,40","4.324,00","","0,19%"
"09.09.2022","4.353,00","4.397,75","4.403,70","4.350,75","","-1,02%"
"08.09.2022","4.397,75","4.400,30","4.426,40","4.366,00","","-0,06%"
"07.09.2022","4.400,30","4.481,00","4.504,30","4.400,30","","-1,80%"
"06.09.2022","4.481,00","4.465,00","4.504,90","4.450,00","","0,36%"
"05.09.2022","4.465,00","4.486,50","4.488,05","4.465,00","","-0,48%"
"02.09.2022","4.486,50","4.488,00","4.510,30","4.431,60","","-0,03%"
"01.09.2022","4.488,00","4.429,00","4.494,35","4.424,58","","1,44%"
"31.08.2022","4.424,50","4.416,95","4.441,45","4.398,45","","0,05%"
"30.08.2022","4.422,50","4.367,00","4.429,55","4.351,10","","1,27%"
"29.08.2022","4.367,00","4.401,11","4.418,25","4.366,18","","-0,78%"
"26.08.2022","4.401,11","4.395,40","4.418,55","4.357,90","","0,13%"
"25.08.2022","4.395,40","4.411,00","4.446,30","4.390,00","","-0,35%"
"24.08.2022","4.411,00","4.358,00","4.416,00","4.345,25","","1,22%"
"23.08.2022","4.358,00","4.399,98","4.409,90","4.355,02","","-0,95%"
"22.08.2022","4.399,98","4.377,00","4.414,90","4.375,40","","0,53%"
"19.08.2022","4.377,00","4.390,59","4.431,90","4.368,00","","-0,30%"
"18.08.2022","4.390,00","4.344,55","4.447,00","4.340,21","","1,05%"
"17.08.2022","4.344,55","4.255,00","4.349,76","4.245,44","","2,10%"
"16.08.2022","4.255,00","4.163,59","4.256,00","4.155,59","","2,21%"
"15.08.2022","4.163,01","4.162,01","4.170,01","4.156,90","","0,02%"
"12.08.2022","4.162,01","4.231,01","4.233,44","4.155,01","","-1,63%"
"11.08.2022","4.231,01","4.274,01","4.276,88","4.216,01","","-1,01%"
"10.08.2022","4.274,01","4.350,01","4.350,01","4.258,10","","-1,75%"
"09.08.2022","4.350,01","4.312,84","4.353,26","4.273,48","","0,78%"
"08.08.2022","4.316,36","4.345,10","4.354,50","4.296,00","","-0,66%"
"05.08.2022","4.345,10","4.295,00","4.360,00","4.295,00","","1,17%"
"04.08.2022","4.295,00","4.305,60","4.319,69","4.245,20","","-0,25%"
"03.08.2022","4.305,60","4.324,00","4.357,00","4.305,60","","-0,43%"
"02.08.2022","4.324,00","4.277,50","4.328,50","4.277,50","","1,09%"
"01.08.2022","4.277,50","4.287,00","4.296,84","4.220,01","","-0,22%"
"29.07.2022","4.287,00","4.371,00","4.379,70","4.238,50","","-1,92%"
"28.07.2022","4.371,00","4.425,00","4.427,90","4.353,00","","-1,22%"
"27.07.2022","4.425,00","4.441,65","4.444,00","4.404,10","","-0,46%"
"26.07.2022","4.445,34","4.468,10","4.475,05","4.415,40","","-0,50%"
"25.07.2022","4.467,80","4.465,00","4.487,50","4.430,00","","0,06%"
"22.07.2022","4.465,00","4.426,55","4.471,75","4.409,00","","0,87%"
"21.07.2022","4.426,55","4.356,00","4.439,26","4.344,00","","1,62%"
"20.07.2022","4.356,00","4.324,95","4.356,00","4.320,25","","0,77%"
"19.07.2022","4.322,60","4.305,65","4.346,50","4.280,00","","0,39%"
"18.07.2022","4.305,65","4.359,00","4.367,30","4.293,25","","-1,22%"
"15.07.2022","4.359,00","4.492,00","4.500,30","4.349,00","","-2,96%"
"14.07.2022","4.492,00","4.490,00","4.582,50","4.483,50","","0,04%"
"13.07.2022","4.490,40","4.620,35","4.655,35","4.475,35","","-2,95%"
"12.07.2022","4.626,80","4.574,23","4.662,77","4.573,49","","1,05%"
"11.07.2022","4.578,88","4.420,50","4.579,60","4.411,68","","3,58%"
"08.07.2022","4.420,50","4.395,00","4.429,39","4.351,00","","0,58%"
"07.07.2022","4.395,00","4.353,50","4.400,25","4.323,25","","0,95%"
"06.07.2022","4.353,50","4.280,00","4.399,40","4.275,73","","1,72%"
"05.07.2022","4.280,00","4.205,05","4.284,90","4.205,05","","1,78%"
"04.07.2022","4.205,05","4.205,05","4.205,05","4.198,55","","0,00%"
"01.07.2022","4.205,05","4.151,37","4.215,90","4.151,37","","1,29%"
"30.06.2022","4.151,37","4.117,00","4.179,90","4.116,07","","0,83%"
"29.06.2022","4.117,00","4.096,00","4.154,00","4.080,01","","0,51%"
"28.06.2022","4.096,00","4.133,00","4.140,50","4.062,00","","-0,90%"
"27.06.2022","4.133,00","4.140,50","4.148,80","4.125,00","","-0,18%"
"24.06.2022","4.140,50","4.105,53","4.159,65","4.086,53","","0,94%"
"23.06.2022","4.102,01","4.020,76","4.118,40","4.012,61","","2,02%"
"22.06.2022","4.020,76","4.016,62","4.042,51","4.009,12","","-0,04%"
"21.06.2022","4.022,50","3.909,69","4.037,25","3.909,69","","3,01%"
"20.06.2022","3.904,99","3.904,99","3.904,99","3.904,99","","0,00%"
"17.06.2022","3.904,99","3.898,00","3.921,00","3.889,00","1,55K","0,18%"
"16.06.2022","3.898,00","3.890,55","3.943,70","3.890,55","1,46K","0,01%"
"15.06.2022","3.897,60","3.973,60","3.985,10","3.890,00","1,39K","-1,80%"
"14.06.2022","3.968,90","3.971,00","4.001,75","3.948,60","1,79K","-0,05%"
"13.06.2022","3.971,00","3.944,40","4.041,90","3.937,48","1,72K","0,67%"
"10.06.2022","3.944,40","3.851,90","3.946,40","3.851,90","1,84K","2,45%"
"09.06.2022","3.850,18","3.807,11","3.868,02","3.803,11","1,26K","1,19%"
"08.06.2022","3.805,00","3.787,00","3.808,29","3.762,00","1,31K","0,48%"
"07.06.2022","3.787,00","3.793,00","3.822,00","3.768,50","1,49K","-0,16%"
"06.06.2022","3.793,00","3.775,50","3.816,95","3.773,00","2,10K","0,46%"
"03.06.2022","3.775,50","3.774,00","3.785,00","3.754,70","2,02K","0,04%"
"02.06.2022","3.774,00","3.802,00","3.806,42","3.769,05","1,54K","-0,74%"
"01.06.2022","3.802,00","3.770,00","3.811,20","3.760,00","2,35K","0,85%"
"31.05.2022","3.770,00","3.802,35","3.817,25","3.764,30","","-0,79%"
"30.05.2022","3.800,00","3.933,50","3.933,50","3.795,00","","-3,39%"
"27.05.2022","3.933,50","3.922,00","3.947,50","3.892,10","","0,29%"
"26.05.2022","3.922,00","3.937,60","3.945,00","3.918,10","","-0,40%"
"25.05.2022","3.937,60","3.976,33","3.996,50","3.934,05","","-0,97%"
"24.05.2022","3.976,33","3.980,00","3.980,58","3.956,80","","-0,09%"
"23.05.2022","3.980,00","3.972,00","3.980,00","3.925,00","","0,20%"
"20.05.2022","3.972,00","4.054,72","4.054,72","3.959,00","","-2,04%"
"19.05.2022","4.054,72","4.072,96","4.072,96","4.038,05","","-0,45%"
"18.05.2022","4.072,96","4.030,50","4.074,75","4.015,26","","1,05%"
"17.05.2022","4.030,50","4.055,00","4.055,00","4.013,00","","-0,60%"
"16.05.2022","4.055,00","4.110,50","4.112,43","4.045,50","","-1,35%"
"13.05.2022","4.110,50","4.109,98","4.121,00","4.091,82","","0,01%"
"12.05.2022","4.109,98","4.083,75","4.133,00","4.079,64","","0,64%"
"11.05.2022","4.083,75","4.078,00","4.105,00","4.065,55","","0,14%"
"10.05.2022","4.078,00","4.091,00","4.103,50","4.062,00","","-0,32%"
"09.05.2022","4.091,00","4.057,75","4.101,00","4.051,05","","0,82%"
"06.05.2022","4.057,75","4.088,25","4.094,20","4.032,00","","-0,75%"
"05.05.2022","4.088,25","4.068,25","4.106,65","4.055,00","","0,49%"
"04.05.2022","4.068,25","4.030,00","4.078,90","4.020,00","","0,95%"
"03.05.2022","4.030,00","4.009,98","4.031,00","3.984,50","","0,50%"
"02.05.2022","4.009,98","3.958,00","4.017,00","3.958,00","","1,31%"
"29.04.2022","3.958,00","3.984,95","3.990,90","3.951,35","","-0,68%"
"28.04.2022","3.984,95","3.955,00","3.999,75","3.954,58","","0,76%"
"27.04.2022","3.955,00","3.944,70","3.986,95","3.940,76","","0,26%"
"26.04.2022","3.944,70","3.936,50","3.965,10","3.932,57","","0,21%"
"25.04.2022","3.936,50","3.859,06","3.959,67","3.855,21","","2,09%"
"22.04.2022","3.856,01","3.774,01","3.859,01","3.770,23","","2,17%"
"21.04.2022","3.774,01","3.759,40","3.777,01","3.747,01","","0,39%"
"20.04.2022","3.759,40","3.749,49","3.769,15","3.743,49","","0,26%"
"19.04.2022","3.749,49","3.732,51","3.767,99","3.732,51","","0,45%"
"18.04.2022","3.732,51","3.723,01","3.744,01","3.716,70","","0,26%"
"15.04.2022","3.723,01","3.743,01","3.744,99","3.723,01","","-0,49%"
"14.04.2022","3.741,32","3.725,06","3.749,06","3.721,50","","0,49%"
"13.04.2022","3.723,01","3.752,14","3.760,82","3.718,26","","-0,81%"
"12.04.2022","3.753,34","3.739,01","3.768,01","3.710,01","","0,38%"
"11.04.2022","3.739,01","3.757,01","3.762,01","3.732,01","","-0,48%"
"08.04.2022","3.757,01","3.769,45","3.798,01","3.749,01","","-0,33%"
"07.04.2022","3.769,45","3.752,01","3.780,01","3.740,01","","0,46%"
"06.04.2022","3.752,01","3.740,95","3.761,99","3.725,01","","0,30%"
"05.04.2022","3.740,95","3.704,51","3.749,90","3.693,01","1,20K","0,98%"
"04.04.2022","3.704,51","3.749,05","3.749,53","3.690,01","1,08K","-1,19%"
"01.04.2022","3.749,05","3.773,01","3.797,95","3.749,05","1,40K","-0,64%"
"31.03.2022","3.773,01","3.753,70","3.773,01","3.748,11","1,25K","0,51%"
"30.03.2022","3.753,70","3.756,34","3.766,95","3.738,26","2,02K","-0,04%"
"29.03.2022","3.755,15","3.785,20","3.788,10","3.755,15","1,44K","-0,79%"
"28.03.2022","3.785,20","3.794,65","3.808,01","3.775,01","1,43K","-0,25%"
"25.03.2022","3.794,65","3.787,01","3.800,01","3.760,20","1,17K","0,20%"
"24.03.2022","3.787,01","3.783,51","3.816,99","3.775,01","1,29K","0,09%"
"23.03.2022","3.783,51","3.760,51","3.792,01","3.732,01","1,34K","0,61%"
"22.03.2022","3.760,52","3.800,01","3.818,76","3.751,51","1,41K","-1,04%"
"21.03.2022","3.800,01","3.818,76","3.821,64","3.800,01","0,41K","-0,49%"
"18.03.2022","3.818,76","3.825,01","3.838,01","3.805,05","0,95K","-0,16%"
"17.03.2022","3.825,01","3.835,01","3.835,01","3.805,15","1,58K","-0,26%"
"16.03.2022","3.835,01","3.829,01","3.840,01","3.811,40","1,27K","0,16%"
"15.03.2022","3.829,01","3.797,61","3.853,95","3.784,49","2,42K","0,83%"
"14.03.2022","3.797,61","3.820,01","3.830,01","3.771,51","2,59K","-0,59%"
"11.03.2022","3.820,01","3.822,01","3.847,76","3.806,61","1,96K","-0,05%"
"10.03.2022","3.822,01","3.743,01","3.838,01","3.743,01","2,49K","2,11%"
"09.03.2022","3.743,01","3.771,05","3.771,05","3.728,11","1,59K","-0,74%"
"08.03.2022","3.771,06","3.813,01","3.815,90","3.769,89","1,65K","-1,10%"
"07.03.2022","3.813,01","3.830,01","3.830,01","3.798,51","1,31K","-0,44%"
"04.03.2022","3.830,01","3.759,44","3.830,01","3.755,68","2,20K","1,88%"
"03.03.2022","3.759,44","3.838,01","3.838,01","3.745,61","1,67K","-2,05%"
"02.03.2022","3.838,01","3.883,01","3.890,01","3.834,17","1,68K","-1,16%"
"01.03.2022","3.883,01","3.937,01","3.947,01","3.880,55","1,43K","-1,37%"
"28.02.2022","3.937,01","3.913,55","3.943,01","3.894,20","1,72K","0,60%"
"25.02.2022","3.913,55","3.927,01","3.927,01","3.900,01","1,45K","-0,34%"
"24.02.2022","3.927,01","3.913,01","3.979,01","3.910,51","1,89K","0,36%"
"23.02.2022","3.913,01","3.930,01","3.930,01","3.904,01","1,35K","-0,43%"
"22.02.2022","3.930,01","3.935,01","3.940,01","3.925,01","1,09K","-0,13%"
"21.02.2022","3.935,01","3.932,01","3.939,01","3.932,01","0,58K","0,08%"
"18.02.2022","3.932,01","3.934,34","3.939,36","3.919,30","1,13K","-0,04%"
"17.02.2022","3.933,75","3.963,81","3.972,52","3.926,00","1,62K","-0,77%"
"16.02.2022","3.964,40","3.951,59","3.970,76","3.951,59","1,25K","0,34%"
"15.02.2022","3.950,99","3.944,88","3.956,30","3.933,20","1,34K","0,15%"
"14.02.2022","3.944,88","3.924,82","3.946,00","3.909,51","1,44K","0,40%"
"11.02.2022","3.928,99","3.924,01","3.933,41","3.898,01","1,13K","0,13%"
"10.02.2022","3.924,01","3.937,72","3.939,01","3.904,01","1,85K","-0,35%"
"09.02.2022","3.937,72","3.949,20","3.957,41","3.931,01","1,30K","-0,26%"
"08.02.2022","3.948,01","3.965,61","3.983,01","3.941,61","1,23K","-0,44%"
"07.02.2022","3.965,61","3.952,55","3.974,70","3.943,34","1,19K","0,33%"
"04.02.2022","3.952,55","3.956,43","3.975,01","3.946,16","1,62K","-0,10%"
"03.02.2022","3.956,43","3.935,01","3.960,01","3.924,95","1,76K","0,54%"
"02.02.2022","3.935,01","3.925,51","3.940,01","3.910,01","1,64K","0,24%"
"01.02.2022","3.925,51","3.947,78","3.947,78","3.915,05","1,49K","-0,56%"
"31.01.2022","3.947,78","3.958,01","3.970,01","3.937,01","0,95K","-0,26%"
"28.01.2022","3.958,01","3.963,01","3.995,01","3.952,20","1,38K","-0,13%"
"27.01.2022","3.963,01","3.930,59","3.971,51","3.924,59","1,88K","0,84%"
"26.01.2022","3.930,00","3.969,34","3.973,72","3.928,00","1,80K","-0,96%"
"25.01.2022","3.968,15","3.976,50","4.004,00","3.962,50","1,59K","-0,21%"
"24.01.2022","3.976,50","3.957,03","3.981,20","3.953,08","0,81K","0,51%"
"21.01.2022","3.956,43","3.975,01","3.988,01","3.951,61","1,49K","-0,47%"
"20.01.2022","3.975,01","3.994,36","3.994,36","3.966,51","1,12K","-0,48%"
"19.01.2022","3.994,36","4.037,19","4.037,19","3.990,01","1,09K","-1,06%"
"18.01.2022","4.037,19","4.007,26","4.041,76","4.001,77","1,38K","0,75%"
"17.01.2022","4.007,26","4.007,26","4.007,26","4.007,26","","0,00%"
"14.01.2022","4.007,26","3.967,40","4.017,51","3.954,01","1,00K","1,00%"
"13.01.2022","3.967,40","3.974,51","3.979,03","3.941,45","0,61K","-0,18%"
"12.01.2022","3.974,51","3.991,90","3.992,99","3.961,66","1,04K","-0,44%"
"11.01.2022","3.991,90","4.051,06","4.051,06","3.990,65","0,88K","-1,46%"
"10.01.2022","4.051,06","4.051,06","4.051,06","4.047,01","0,51K","0,00%"
"07.01.2022","4.051,06","4.034,51","4.059,98","4.024,01","1,03K","0,41%"
"06.01.2022","4.034,51","4.026,09","4.065,59","4.022,84","0,82K","0,22%"
"05.01.2022","4.025,50","4.080,20","4.080,20","4.014,00","0,76K","-1,34%"
"04.01.2022","4.080,20","4.070,00","4.091,50","4.065,93","0,66K","0,25%"
"03.01.2022","4.070,00","4.068,81","4.105,50","4.034,81","0,62K","0,00%"
"31.12.2021","4.070,00","4.070,00","4.073,49","4.065,93","0,42K","0,00%"
"30.12.2021","4.070,00","4.039,05","4.070,00","4.023,00","0,65K","0,77%"
"29.12.2021","4.039,05","4.010,19","4.040,00","4.006,18","0,66K","0,75%"
"28.12.2021","4.009,00","4.000,00","4.009,50","3.994,50","0,62K","0,23%"
"27.12.2021","4.000,00","3.991,00","4.000,00","3.980,00","0,85K","0,23%"
"24.12.2021","3.991,00","4.000,00","4.000,00","3.987,50","0,55K","-0,23%"
"23.12.2021","4.000,00","3.999,99","4.002,98","3.991,40","0,71K","0,00%"
"22.12.2021","3.999,99","4.001,90","4.002,90","3.990,00","0,80K","-0,05%"
"21.12.2021","4.001,90","4.006,50","4.006,50","3.989,00","0,81K","-0,11%"
"20.12.2021","4.006,50","3.974,32","4.009,94","3.970,95","0,75K","0,81%"
"17.12.2021","3.974,32","4.018,80","4.033,50","3.970,00","1,10K","-1,11%"
"16.12.2021","4.018,80","4.000,30","4.022,50","3.987,05","1,28K","0,46%"
"15.12.2021","4.000,30","4.006,00","4.008,00","3.975,01","1,19K","-0,14%"
"14.12.2021","4.006,00","3.890,75","4.006,00","3.890,75","1,03K","2,96%"
"13.12.2021","3.890,75","3.900,00","3.900,00","3.876,00","1,31K","-0,24%"
"10.12.2021","3.900,00","3.903,00","3.905,39","3.876,00","1,20K","-0,08%"
"09.12.2021","3.903,00","3.894,00","3.911,00","3.890,55","1,33K","0,23%"
"08.12.2021","3.894,00","3.910,98","3.913,28","3.894,00","0,51K","-0,43%"
"07.12.2021","3.910,98","3.932,50","3.932,50","3.892,05","1,99K","-0,55%"
"06.12.2021","3.932,50","3.966,80","3.969,60","3.928,57","1,67K","-0,85%"
"03.12.2021","3.966,20","3.937,00","3.972,00","3.922,55","1,20K","0,74%"
"02.12.2021","3.937,00","3.966,56","3.968,26","3.925,10","1,31K","-0,75%"
"01.12.2021","3.966,56","3.995,00","3.995,34","3.937,20","1,57K","-0,71%"
"30.11.2021","3.995,00","4.032,03","4.037,03","3.989,80","1,52K","-0,99%"
"29.11.2021","4.035,00","4.007,00","4.039,51","3.996,00","1,09K","0,70%"
"26.11.2021","4.007,00","3.981,00","4.025,00","3.977,02","1,01K","0,65%"
"25.11.2021","3.981,00","3.974,50","3.981,00","3.969,61","0,58K","0,16%"
"24.11.2021","3.974,50","3.950,00","3.992,50","3.950,00","2,05K","0,62%"
"23.11.2021","3.950,00","3.925,75","3.957,00","3.921,83","2,01K","0,62%"
"22.11.2021","3.925,75","3.914,00","3.931,00","3.901,00","1,58K","0,30%"
"19.11.2021","3.914,00","3.932,52","3.947,02","3.913,35","1,13K","-0,53%"
"18.11.2021","3.935,00","3.924,78","3.962,80","3.920,00","1,13K","0,41%"
"17.11.2021","3.919,00","3.895,00","3.936,00","3.891,11","1,51K","0,62%"
"16.11.2021","3.895,00","3.884,80","3.912,00","3.883,83","1,47K","0,26%"
"15.11.2021","3.884,80","3.882,80","3.885,47","3.882,80","0,46K","0,05%"
"12.11.2021","3.882,80","3.879,00","3.900,00","3.873,13","3,02K","0,10%"
"11.11.2021","3.879,00","3.877,50","3.887,00","3.876,18","0,56K","0,04%"
"10.11.2021","3.877,50","3.866,99","3.884,00","3.862,00","1,34K","0,27%"
"09.11.2021","3.866,99","3.877,00","3.890,47","3.864,70","1,38K","-0,26%"
"08.11.2021","3.877,00","3.872,50","3.884,20","3.857,00","1,20K","0,12%"
"05.11.2021","3.872,50","3.872,00","3.898,90","3.863,70","1,42K","0,01%"
"04.11.2021","3.872,00","3.830,10","3.885,00","3.818,75","2,09K","1,09%"
"03.11.2021","3.830,10","3.799,00","3.852,95","3.791,90","2,26K","0,82%"
"02.11.2021","3.799,00","3.760,00","3.799,00","3.756,54","1,57K","1,04%"
"01.11.2021","3.760,00","3.760,00","3.767,33","3.756,54","0,54K","0,00%"
"29.10.2021","3.760,00","3.779,50","3.798,30","3.760,00","1,55K","-0,46%"
"28.10.2021","3.777,25","3.759,55","3.778,18","3.748,55","0,95K","0,46%"
"27.10.2021","3.760,00","3.771,50","3.771,50","3.751,60","1,13K","-0,23%"
"26.10.2021","3.768,73","3.766,78","3.778,78","3.765,78","1,17K","0,05%"
"25.10.2021","3.767,00","3.768,00","3.774,99","3.757,00","1,39K","-0,03%"
"22.10.2021","3.768,00","3.781,00","3.789,00","3.766,55","1,25K","-0,34%"
"21.10.2021","3.781,00","3.768,09","3.788,00","3.764,32","1,37K","0,34%"
"20.10.2021","3.768,09","3.766,80","3.776,50","3.760,00","1,92K","0,03%"
"19.10.2021","3.766,80","3.769,00","3.772,00","3.750,69","1,43K","-0,06%"
"18.10.2021","3.769,00","3.763,67","3.774,00","3.759,47","0,51K","0,14%"
"15.10.2021","3.763,67","3.769,50","3.785,30","3.755,55","1,40K","-0,15%"
"14.10.2021","3.769,50","3.740,00","3.774,45","3.733,23","1,79K","0,79%"
"13.10.2021","3.740,00","3.721,50","3.745,00","3.713,50","1,34K","0,50%"
"12.10.2021","3.721,50","3.753,00","3.767,35","3.714,06","2,08K","-0,84%"
"11.10.2021","3.753,00","3.767,35","3.767,35","3.753,00","0,62K","-0,38%"
"08.10.2021","3.767,35","3.774,50","3.775,87","3.757,98","1,31K","-0,19%"
"07.10.2021","3.774,50","3.788,00","3.788,00","3.761,84","1,67K","-0,36%"
"06.10.2021","3.788,00","3.783,50","3.804,60","3.777,10","1,22K","0,12%"
"05.10.2021","3.783,50","3.790,00","3.804,97","3.782,42","1,68K","-0,17%"
"04.10.2021","3.790,00","3.790,00","3.797,54","3.776,00","2,05K","0,00%"
"01.10.2021","3.790,00","3.807,80","3.807,80","3.767,00","3,97K","-0,47%"
"30.09.2021","3.807,80","3.836,00","3.839,00","3.803,00","1,32K","-0,74%"
"29.09.2021","3.836,00","3.834,00","3.845,22","3.823,40","1,58K","0,05%"
"28.09.2021","3.834,00","3.843,25","3.850,72","3.829,50","1,53K","-0,24%"
"27.09.2021","3.843,25","3.834,57","3.845,00","3.832,80","1,17K","0,23%"
"24.09.2021","3.834,57","3.834,00","3.860,00","3.833,47","2,02K","0,01%"
"23.09.2021","3.834,00","3.833,00","3.841,70","3.826,78","1,41K","0,03%"
"22.09.2021","3.833,00","3.837,25","3.842,47","3.822,50","1,54K","-0,11%"
"21.09.2021","3.837,25","3.844,00","3.849,70","3.835,00","1,21K","-0,18%"
"20.09.2021","3.844,00","3.827,50","3.862,00","3.821,85","1,46K","0,43%"
"17.09.2021","3.827,50","3.817,17","3.837,80","3.808,53","1,34K","0,27%"
"16.09.2021","3.817,17","3.815,00","3.827,85","3.802,71","1,20K","0,06%"
"15.09.2021","3.815,00","3.830,49","3.835,00","3.806,85","0,96K","-0,40%"
"14.09.2021","3.830,49","3.830,60","3.835,85","3.814,96","1,05K","0,00%"
"13.09.2021","3.830,60","3.835,00","3.841,50","3.821,69","0,98K","-0,11%"
"10.09.2021","3.835,00","3.843,70","3.844,70","3.823,56","1,21K","-0,23%"
"09.09.2021","3.843,70","3.816,55","3.843,70","3.811,35","0,91K","0,71%"
"08.09.2021","3.816,55","3.800,00","3.822,50","3.798,20","0,97K","0,44%"
"07.09.2021","3.800,00","3.800,00","3.820,45","3.792,40","1,20K","0,00%"
"06.09.2021","3.800,00","3.800,00","3.800,00","3.800,00","","0,00%"
"03.09.2021","3.800,00","3.795,00","3.808,00","3.773,00","1,19K","0,13%"
"02.09.2021","3.795,00","3.760,00","3.800,80","3.753,09","1,10K","0,93%"
"01.09.2021","3.760,00","3.769,15","3.771,15","3.738,90","1,39K","-0,24%"
"31.08.2021","3.769,15","3.815,12","3.815,12","3.759,87","1,37K","-1,25%"
"30.08.2021","3.816,75","3.829,01","3.829,01","3.797,00","1,07K","-0,32%"
"27.08.2021","3.829,01","3.869,85","3.869,85","3.821,45","0,98K","-1,00%"
"26.08.2021","3.867,75","3.865,50","3.880,00","3.861,09","1,26K","0,06%"
"25.08.2021","3.865,50","3.867,00","3.877,20","3.852,97","1,26K","-0,04%"
"24.08.2021","3.867,00","3.881,95","3.881,95","3.849,05","1,50K","-0,39%"
"23.08.2021","3.881,95","3.872,00","3.881,95","3.847,00","1,18K","0,26%"
"20.08.2021","3.872,00","3.868,40","3.887,00","3.861,29","1,36K","0,04%"
"19.08.2021","3.870,40","3.851,50","3.892,00","3.845,07","1,24K","0,49%"
"18.08.2021","3.851,50","3.880,00","3.886,65","3.849,45","1,20K","-0,73%"
"17.08.2021","3.880,00","3.842,20","3.885,00","3.842,20","0,88K","0,98%"
"16.08.2021","3.842,20","3.842,20","3.850,00","3.835,76","0,49K","0,00%"
"13.08.2021","3.842,20","3.859,00","3.859,00","3.813,50","0,99K","-0,44%"
"12.08.2021","3.859,00","3.942,20","3.947,85","3.848,01","1,28K","-2,11%"
"11.08.2021","3.942,20","3.968,00","3.972,61","3.942,00","3,90K","-0,65%"
"10.08.2021","3.968,00","3.997,35","4.007,50","3.958,00","1,24K","-0,73%"
"09.08.2021","3.997,35","3.967,10","3.999,00","3.955,27","0,95K","0,76%"
"06.08.2021","3.967,10","3.918,00","3.972,00","3.904,00","1,51K","1,25%"
"05.08.2021","3.918,00","3.903,00","3.920,00","3.895,00","1,52K","0,38%"
